epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,472.106,0.60991,0.54933,0.9479,0.77072,0.69505,0.73721,0.55192,0.93841,1.40178,1.07061,0.000698806,0.000698806,0.000698806
178,474.767,0.6749,0.5856,1.01515,0.76601,0.73077,0.74121,0.56238,0.91313,1.32221,1.05964,0.000693305,0.000693305,0.000693305
179,477.659,0.60677,0.55996,0.93793,0.69474,0.71713,0.73819,0.55352,0.98694,1.39417,1.09606,0.000687804,0.000687804,0.000687804
180,480.462,0.59376,0.56395,0.97585,0.71749,0.69457,0.72768,0.51558,1.04002,1.44253,1.11276,0.000682303,0.000682303,0.000682303
181,483.071,0.60052,0.58478,0.94166,0.6699,0.69592,0.76465,0.55958,1.00151,1.30929,1.07485,0.000676802,0.000676802,0.000676802
182,485.754,0.6042,0.56468,0.98487,0.60555,0.76923,0.7876,0.5593,1.0311,1.27135,1.10078,0.000671301,0.000671301,0.000671301
183,488.366,0.59865,0.56582,0.97754,0.70479,0.71918,0.80046,0.55483,1.08094,1.25164,1.15103,0.0006658,0.0006658,0.0006658
184,490.876,0.65964,0.54886,0.98621,0.74706,0.68458,0.81511,0.53196,1.0892,1.29964,1.17689,0.000660299,0.000660299,0.000660299
185,493.43,0.64543,0.55565,0.94931,0.67502,0.74707,0.79241,0.52179,1.11052,1.39956,1.18132,0.000654798,0.000654798,0.000654798
186,496,0.64237,0.56332,0.97717,0.68444,0.6712,0.76641,0.49984,1.12812,1.50609,1.17672,0.000649297,0.000649297,0.000649297
187,498.537,0.56395,0.52541,0.95067,0.71414,0.56481,0.67895,0.4514,1.23416,1.80943,1.23309,0.000643795,0.000643795,0.000643795
188,501.076,0.60182,0.53561,0.97299,0.75797,0.64653,0.77539,0.49104,1.15839,1.42651,1.21693,0.000638294,0.000638294,0.000638294
189,503.671,0.59708,0.5474,0.97023,0.66281,0.73575,0.80946,0.52508,1.06423,1.24198,1.16292,0.000632793,0.000632793,0.000632793
190,506.262,0.59624,0.53495,0.96319,0.74359,0.81319,0.85201,0.57471,1.06033,1.10471,1.14152,0.000627292,0.000627292,0.000627292
191,508.848,0.60168,0.53187,0.94441,0.79558,0.81319,0.87559,0.64111,1.02444,0.9913,1.09861,0.000621791,0.000621791,0.000621791
192,511.405,0.55649,0.51798,0.9377,0.90814,0.7921,0.91266,0.69908,0.93853,0.85722,1.04173,0.00061629,0.00061629,0.00061629
193,514.033,0.59959,0.55692,0.97398,0.89953,0.81868,0.90627,0.70059,0.89242,0.7905,1.02371,0.000610789,0.000610789,0.000610789
194,516.646,0.57046,0.52271,0.95603,0.87047,0.81868,0.92205,0.71492,0.86684,0.7573,1.00897,0.000605288,0.000605288,0.000605288
195,519.2,0.53923,0.50878,0.94908,0.89229,0.78022,0.93579,0.71074,0.85978,0.73842,1.00696,0.000599787,0.000599787,0.000599787
196,521.841,0.58507,0.56161,0.96488,0.93199,0.77162,0.91867,0.67808,0.95072,0.77963,1.04137,0.000594286,0.000594286,0.000594286
197,524.493,0.52189,0.47615,0.9297,0.84076,0.87411,0.88462,0.66039,1.00532,0.83987,1.0586,0.000588784,0.000588784,0.000588784
198,527.031,0.56529,0.51035,0.98087,0.83901,0.87522,0.88968,0.65283,1.01207,0.83736,1.07265,0.000583283,0.000583283,0.000583283
199,529.568,0.57188,0.48749,0.95861,0.8624,0.84915,0.90459,0.64645,1.04616,0.84414,1.10242,0.000577782,0.000577782,0.000577782
200,532.127,0.57027,0.49706,0.94849,0.96131,0.82293,0.92245,0.6628,0.97743,0.79863,1.03214,0.000572281,0.000572281,0.000572281
201,534.676,0.50767,0.50043,0.95189,0.96123,0.82617,0.93236,0.6874,0.91964,0.71926,0.9928,0.00056678,0.00056678,0.00056678
202,537.265,0.53747,0.51544,0.94557,0.96113,0.82458,0.94403,0.70901,0.9251,0.72533,0.99089,0.000561279,0.000561279,0.000561279
203,539.788,0.58346,0.51795,0.94882,0.93591,0.77747,0.94086,0.69147,0.95561,0.74811,1.00336,0.000555778,0.000555778,0.000555778
204,542.33,0.56058,0.52198,0.94714,0.89445,0.79626,0.897,0.65215,1.08009,0.92413,1.069,0.000550277,0.000550277,0.000550277
205,544.888,0.53568,0.50489,0.94341,0.85864,0.76916,0.88443,0.63559,1.0844,1.00421,1.06327,0.000544776,0.000544776,0.000544776
206,547.454,0.52073,0.4963,0.9333,0.83885,0.67611,0.86872,0.60035,1.10597,1.11739,1.06775,0.000539275,0.000539275,0.000539275
207,549.997,0.56242,0.52026,0.9625,0.83183,0.60983,0.81021,0.56566,1.14801,1.19575,1.08866,0.000533773,0.000533773,0.000533773
208,552.547,0.53166,0.49083,0.95156,0.7284,0.88213,0.87712,0.60951,1.15815,1.00173,1.12819,0.000528272,0.000528272,0.000528272
209,555.1,0.56156,0.49827,0.97142,0.92659,0.81165,0.90847,0.64339,1.10643,0.85842,1.10832,0.000522771,0.000522771,0.000522771
210,557.635,0.53408,0.50834,0.92637,0.92814,0.83581,0.92438,0.66186,1.09659,0.77353,1.10488,0.00051727,0.00051727,0.00051727
211,560.183,0.56179,0.50441,0.95376,0.88571,0.90452,0.9262,0.67237,1.04856,0.75356,1.0746,0.000511769,0.000511769,0.000511769
212,562.755,0.53037,0.51488,0.93279,0.87509,0.87976,0.9104,0.6601,1.02145,0.8197,1.05042,0.000506268,0.000506268,0.000506268
213,565.283,0.56055,0.49856,0.95142,0.87641,0.85165,0.92654,0.65953,0.97183,0.80179,1.03132,0.000500767,0.000500767,0.000500767
214,567.831,0.59499,0.54396,0.97973,0.86094,0.86148,0.91814,0.66106,0.92817,0.83627,1.00851,0.000495266,0.000495266,0.000495266
215,570.359,0.51944,0.46167,0.94211,0.85274,0.79162,0.89986,0.6502,0.94401,0.90259,1.01945,0.000489765,0.000489765,0.000489765
216,572.901,0.54286,0.50707,0.96942,0.8155,0.79723,0.88903,0.63657,0.9835,0.92382,1.04181,0.000484263,0.000484263,0.000484263
217,575.445,0.55742,0.50418,0.94093,0.756,0.90871,0.89835,0.64455,0.97288,0.89386,1.03969,0.000478762,0.000478762,0.000478762
218,577.966,0.57095,0.49189,0.97164,0.798,0.85749,0.89717,0.65531,0.97251,0.89663,1.03856,0.000473261,0.000473261,0.000473261
219,580.538,0.55025,0.4743,0.93476,0.79154,0.88462,0.8943,0.66259,0.93812,0.91297,1.01313,0.00046776,0.00046776,0.00046776
220,583.059,0.5659,0.49191,0.94038,0.79569,0.8489,0.88297,0.63174,0.95536,0.93033,1.01173,0.000462259,0.000462259,0.000462259
221,585.569,0.51677,0.46969,0.96001,0.78098,0.8489,0.88183,0.63255,0.96834,0.93584,1.02072,0.000456758,0.000456758,0.000456758
222,588.088,0.56812,0.51816,0.95175,0.77514,0.88458,0.89532,0.63967,0.95737,0.95176,1.00559,0.000451257,0.000451257,0.000451257
223,590.665,0.57375,0.49331,0.96693,0.76531,0.88554,0.89194,0.6231,0.94547,0.94217,0.99046,0.000445756,0.000445756,0.000445756
224,593.209,0.50681,0.48377,0.92295,0.79645,0.84432,0.84932,0.58694,0.992,0.94613,1.0262,0.000440255,0.000440255,0.000440255
225,595.907,0.52704,0.45369,0.94155,0.85202,0.81942,0.85503,0.58653,1.03339,0.92845,1.05424,0.000434754,0.000434754,0.000434754
226,598.544,0.50169,0.45394,0.91742,0.93016,0.78022,0.84908,0.57622,1.05145,0.98819,1.08613,0.000429253,0.000429253,0.000429253
227,601.153,0.49567,0.4228,0.93109,0.90429,0.73486,0.7816,0.59278,1.03853,1.00772,1.0907,0.000423751,0.000423751,0.000423751
228,603.739,0.51537,0.4365,0.92986,0.90799,0.73463,0.78821,0.61264,1.04769,1.02145,1.09488,0.00041825,0.00041825,0.00041825
229,606.291,0.49148,0.50946,0.93261,0.89517,0.78022,0.8567,0.62467,1.03166,0.97159,1.06568,0.000412749,0.000412749,0.000412749
230,608.802,0.5563,0.49542,0.98353,0.84489,0.73901,0.84017,0.60791,1.04073,0.94112,1.05777,0.000407248,0.000407248,0.000407248
231,611.325,0.54229,0.47685,0.95512,0.77274,0.80619,0.86524,0.61118,0.98746,0.8601,1.00335,0.000401747,0.000401747,0.000401747
232,613.842,0.53753,0.46118,0.93512,0.86019,0.85621,0.90421,0.65671,0.94493,0.87061,1.02765,0.000396246,0.000396246,0.000396246
233,616.39,0.59185,0.54171,0.99135,0.84612,0.88271,0.91261,0.66497,0.93673,0.82022,1.03058,0.000390745,0.000390745,0.000390745
234,618.921,0.49567,0.4431,0.94004,0.87491,0.81593,0.91769,0.68114,0.8946,0.78285,0.99952,0.000385244,0.000385244,0.000385244
235,621.463,0.52005,0.43787,0.92549,0.90506,0.82525,0.92023,0.69057,0.87244,0.75876,0.9892,0.000379743,0.000379743,0.000379743
236,623.981,0.50815,0.45437,0.9391,0.82528,0.88435,0.91411,0.70824,0.8398,0.74636,0.9635,0.000374242,0.000374242,0.000374242
